jijum,day,temp,templ,mm,qc,ms,qcp,qcd,qc¿¡,tempcod,tempcop,hpa,esul,hpa2,qcp2,hpa3,hpap,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19
133,2019-01-01 1:00,-4.4,0,,,0.6,,90,,61,0,2.7,-10.8,1026.7,0,1035.7,0,,9,,,,9,9,,11,1357,,,-3.2,0,-1.7,-1.2,0.6,1.5,
133,2019-01-01 2:00,-3.9,0,,,0.4,,0,,59,0,2.7,-10.7,1026.7,0,1035.7,0,,9,,,,9,9,,10,1471,,,-3.4,0,-1.6,-1.1,0.5,1.5,
133,2019-01-01 3:00,-4.4,0,,,1,,200,,61,0,2.7,-10.8,1027.2,0,1036.2,0,,9,,,,7,7,Sc,11,1345,,,-4.9,0,-2,-1.2,0.6,1.5,
133,2019-01-01 4:00,-5.1,0,,,0.7,,320,,66,0,2.8,-10.4,1026.7,0,1035.7,0,,9,,,,3,3,Sc,11,1310,,,-6.2,0,-2.6,-1.3,0.5,1.5,
133,2019-01-01 5:00,-5.5,0,,,0,,0,,68,0,2.8,-10.4,1026.4,0,1035.4,0,,9,,,,7,7,Sc,11,1210,,,-6.3,0,-2.8,-1.4,0.6,1.5,
133,2019-01-01 6:00,-5.3,0,,,0.4,,0,,70,0,2.9,-9.9,1026.5,0,1035.5,0,,9,,,,8,8,Sc,11,1277,,,-5.6,0,-2.6,-1.5,0.5,1.5,
133,2019-01-01 7:00,-5.6,0,,,0.7,,110,,73,0,3,-9.6,1025.8,0,1034.8,0,,9,,,,7,7,Sc,12,1168,,,-6.1,0,-2.7,-1.5,0.5,1.5,
133,2019-01-01 8:00,-6.1,0,,,1.2,,320,,76,0,3,-9.6,1025.8,0,1034.8,0,0,,0.01,,,3,3,Ac,37,946,,19,-6.4,0,-2.9,-1.6,0.5,1.5,
133,2019-01-01 9:00,-4.9,0,,,0.8,,320,,74,0,3.1,-8.8,1026,0,1035,0,0.5,,0.32,,,8,2,ScAc,12,1220,,19,-3,0,-2.3,-1.6,0.5,1.5,
133,2019-01-01 10:00,-2.8,0,,,0.7,,340,,68,0,3.4,-7.8,1025.9,0,1034.8,0,0.4,,0.69,,,8,4,ScAc,12,1364,,,-0.2,0,-1,-1.2,0.5,1.4,
133,2019-01-01 11:00,-1.2,0,,,1.2,,200,,64,0,3.6,-7.1,1025.5,0,1034.4,0,0.1,,0.8,,,6,6,Sc,13,1801,,,1.5,0,-0.5,-0.9,0.4,1.5,
133,2019-01-01 12:00,-0.2,0,,,1.2,,340,,60,0,3.6,-7,1024.6,0,1033.4,0,0.4,,1.15,,,9,9,Sc,9,1950,,,2.6,0,-0.2,-0.7,0.5,1.4,
133,2019-01-01 13:00,0.1,0,,,2.9,,320,,63,0,3.9,-6.1,1023.4,0,1032.2,0,0.1,,0.79,,,8,8,Sc,9,1730,,,1.4,0,-0.1,-0.6,0.5,1.4,
133,2019-01-01 14:00,0.6,0,,9,2.2,,290,,61,0,3.9,-6,1023,0,1031.8,0,0.1,,0.75,,,9,9,CuSc,7,1737,,8,1.4,0,0,-0.5,0.6,1.4,
133,2019-01-01 15:00,0.4,0,0,0,2.3,,270,,71,0,4.5,-4.2,1023.4,0,1032.2,0,0,,0.56,,,9,9,CuSc,6,955,,8,1.6,0,0,-0.4,0.5,1.4,
133,2019-01-01 16:00,-0.3,0,,9,2.2,,290,,72,0,4.3,-4.7,1023.7,0,1032.5,0,0.3,,0.38,,,3,3,Sc,10,1410,,8,-0.8,0,-0.1,-0.4,0.6,1.4,
133,2019-01-01 17:00,-0.8,0,,9,2,,290,,74,0,4.3,-4.8,1024,0,1032.8,0,0.2,,0.21,,,3,3,Sc,11,1310,,8,-1,0,-0.1,-0.4,0.5,1.5,
133,2019-01-01 18:00,-1.3,0,0,0,2,,290,,84,0,4.7,-3.6,1024.3,0,1033.2,0,0,,0.01,0,0,9,6,CuSc,6,175,,8,-0.8,0,-0.1,-0.4,0.6,1.4,
133,2019-01-01 19:00,-2,0,,9,1,,320,,86,0,4.5,-4,1024.9,0,1033.8,0,,9,,0,,6,6,Sc,13,797,,8,-1.7,0,-0.3,-0.4,0.5,1.4,
133,2019-01-01 20:00,-2,0,,9,1.3,,270,,77,0,4.1,-5.5,1025.2,0,1034.1,0,,9,,0,,5,5,,10,1778,,,-2.2,0,-0.3,-0.3,0.6,1.4,
133,2019-01-01 21:00,-2.1,0,0.1,0,1.8,,290,,68,0,3.6,-7.2,1025.1,0,1034,0,,9,,0,0,4,4,Sc,11,2000,,,-3.1,0,-0.4,-0.4,0.6,1.4,
133,2019-01-01 22:00,-2.8,0,,9,1.7,,290,,67,0,3.3,-8,1025.1,0,1034,0,,9,,0,,2,2,,11,2000,,,-4.2,0,-0.8,-0.5,0.5,1.4,
133,2019-01-01 23:00,-3.2,0,,9,1.4,,320,,68,0,3.3,-8.2,1025.5,0,1034.4,0,,9,,0,,0,0,,,2000,,,-4.9,0,-1.3,-0.6,0.6,1.4,
133,2019-01-02 0:00,-3.9,0,,9,1.9,,360,,70,0,3.2,-8.5,1025.8,0,1034.8,0,,9,,0,,3,3,Sc,11,2000,,,-5.6,0,-1.7,-0.7,0.6,1.5,
133,2019-01-02 1:00,-4.9,0,,,0.7,,320,,74,0,3.1,-8.8,1026.3,0,1035.3,0,,9,,0,,0,0,,,2000,,,-6.4,0,-2.1,-0.8,0.6,1.5,
133,2019-01-02 2:00,-5,0,,,0.8,,360,,76,0,3.2,-8.5,1026.5,0,1035.5,0,,9,,0,,0,0,,,2000,,,-6.5,0,-2.5,-1,0.6,1.5,
133,2019-01-02 3:00,-5.8,0,,,0.1,,0,,75,0,3,-9.5,1026.5,0,1035.5,0,,9,,0,,0,0,,,2000,,,-7.3,0,-2.7,-1.1,0.6,1.4,
133,2019-01-02 4:00,-6.4,0,,,1.3,,290,,81,0,3.1,-9.1,1026.2,0,1035.3,0,,9,,0,,0,0,,,1808,,,-7.3,0,-2.9,-1.3,0.6,1.4,
133,2019-01-02 5:00,-7,0,,,0.7,,270,,84,0,3,-9.2,1026.1,0,1035.2,0,,9,,0,,0,0,,,1666,,,-7.6,0,-3.1,-1.4,0.6,1.4,
133,2019-01-02 6:00,-7.5,0,,,0.9,,320,,85,0,3,-9.5,1026.1,0,1035.2,0,,9,,0,,0,0,,,1622,,,-7.7,0,-3.3,-1.5,0.5,1.4,
133,2019-01-02 7:00,-8,0,,,1.1,,320,,86,0,2.9,-9.9,1026.5,0,1035.6,0,,9,,0,,0,0,,,1640,,,-7.8,0,-3.4,-1.6,0.5,1.4,
133,2019-01-02 8:00,-8.3,0,,,0.1,,0,,85,0,2.8,-10.3,1027,0,1036.1,0,0,,0.01,0,,0,0,,,1516,,,-8,0,-3.5,-1.7,0.5,1.4,
133,2019-01-02 9:00,-7,0,,,0.9,,290,,85,0,3.1,-9.1,1027.8,0,1036.9,0,1,,0.42,0,,0,0,,,1605,,,-6.5,0,-3.2,-1.7,0.5,1.4,
133,2019-01-02 10:00,-3.9,0,,,0.7,,110,,77,0,3.5,-7.3,1027.9,0,1036.9,0,1,,1.03,0,,0,0,,,1589,,,-2.3,0,-1.7,-1.5,0.5,1.4,
133,2019-01-02 11:00,-1,0,,,1.3,,180,,59,0,3.3,-8,1027.4,0,1036.3,0,1,,1.55,,,0,0,,,1950,,,1.3,0,-0.6,-1.2,0.5,1.4,
133,2019-01-02 12:00,0.5,0,,,1.5,,180,,55,0,3.5,-7.5,1026.1,0,1034.9,0,1,,1.84,,,0,0,,,1843,,,4.4,0,0,-0.9,0.5,1.4,
133,2019-01-02 13:00,1.4,0,,,2.7,,340,,49,0,3.3,-8.1,1025.1,0,1033.9,0,1,,1.99,,,0,0,,,2000,,,6,0,0.6,-0.7,0.5,1.4,
133,2019-01-02 14:00,2.3,0,,,2.3,,320,,44,0,3.2,-8.7,1024.3,0,1033,0,1,,1.93,,,1,1,Sc,10,2000,,,6.5,0,0.7,-0.6,0.5,1.4,
133,2019-01-02 15:00,2.7,0,,,2.1,,290,,41,0,3,-9.2,1024.3,0,1033,0,1,,1.58,,,0,0,,,2000,,,4.9,0,0.5,-0.5,0.5,1.4,
133,2019-01-02 16:00,2.6,0,,,2,,320,,38,0,2.8,-10.3,1024.2,0,1032.9,0,1,,1.09,,,0,0,,,2000,,,2,0,0.3,-0.5,0.6,1.4,
133,2019-01-02 17:00,1,0,,,2.5,,320,,46,0,3,-9.3,1024.3,0,1033.1,0,0.7,,0.4,,,0,0,,,1666,,,-0.9,0,-0.1,-0.4,0.6,1.4,
133,2019-01-02 18:00,-0.5,0,,,1.4,,340,,49,0,2.9,-9.9,1024.9,0,1033.7,0,0,,0.02,,,0,0,,,2000,,,-2.2,0,-0.2,-0.5,0.6,1.4,
133,2019-01-02 19:00,-2.1,0,,,1.1,,360,,52,0,2.7,-10.6,1025.5,0,1034.4,0,,9,,,,0,0,,,2000,,,-3.1,0,-0.4,-0.5,0.5,1.4,
133,2019-01-02 20:00,-2.8,0,,,1,,50,,54,0,2.7,-10.8,1025.9,0,1034.8,0,,9,,,,0,0,,,2000,,,-3.6,0,-0.5,-0.4,0.6,1.4,
133,2019-01-02 21:00,-3.7,0,,,1.4,,90,,57,0,2.7,-10.9,1025.9,0,1034.9,0,,9,,,,0,0,,,2000,,,-4.3,0,-0.5,-0.6,0.5,1.4,
133,2019-01-02 22:00,-4.3,0,,,0.6,,360,,59,0,2.6,-11.1,1025.8,0,1034.8,0,,9,,,,0,0,,,2000,,,-4.9,0,-1.4,-0.8,0.6,1.4,
133,2019-01-02 23:00,-4.2,0,,,1.1,,320,,63,0,2.8,-10.2,1026,0,1035,0,,9,,,,0,0,,,1962,,,-5.1,0,-1.8,-1,0.5,1.4,
133,2019-01-03 0:00,-5,0,,,0.2,,0,,66,0,2.8,-10.3,1026.3,0,1035.3,0,,9,,,,0,0,,,1730,,,-5.9,0,-2.2,-1.1,0.6,1.4,
133,2019-01-03 1:00,-5.7,0,,,0.5,,320,,71,0,2.8,-10.1,1026.4,0,1035.4,0,,9,,,,0,0,,,1875,,,-6.6,0,-2.7,-1.3,0.5,1.4,
133,2019-01-03 2:00,-6,0,,,0.8,,340,,75,0,2.9,-9.7,1026.6,0,1035.6,0,,9,,,,0,0,,,1708,,,-6.9,0,-3,-1.5,0.5,1.4,
133,2019-01-03 3:00,-6.7,0,,,0.3,,0,,76,0,2.8,-10.2,1026.7,0,1035.8,0,,9,,,,0,0,,,1502,,,-7.4,0,-3.2,-1.6,0.5,1.4,
133,2019-01-03 4:00,-7.2,0,,,1.2,,320,,80,0,2.9,-10,1026.6,0,1035.7,0,,9,,,,0,0,,,1310,,,-7.6,0,-3.4,-1.7,0.6,1.4,
133,2019-01-03 5:00,-7.7,0,,,0.4,,0,,82,0,2.8,-10.2,1026.8,0,1035.9,0,,9,,,,0,0,,,1255,,,-8.1,0,-3.6,-1.8,0.4,1.4,
133,2019-01-03 6:00,-7.9,0,,,0.9,,270,,84,0,2.8,-10.1,1027.2,0,1036.3,0,,9,,,,0,0,,,1099,,,-8.1,0,-3.8,-1.9,0.4,1.4,
133,2019-01-03 7:00,-8.3,0,,,0.9,,270,,86,0,2.8,-10.2,1027.3,0,1036.4,0,,9,,,,0,0,,,1017,,,-8.3,0,-3.9,-2,0.4,1.4,
133,2019-01-03 8:00,-8.4,0,,,0.7,,290,,87,0,2.8,-10.1,1027.5,0,1036.6,0,0.1,,0.01,,,0,0,,,909,,19,-8.5,0,-4,-2.1,0.4,1.3,
133,2019-01-03 9:00,-7,0,,,0.2,,0,,85,0,3.1,-9.1,1028.5,0,1037.6,0,1,,0.42,,,0,0,,,1201,,19,-6.8,0,-3.7,-2.2,0.3,1.3,
133,2019-01-03 10:00,-3.2,0,,,0.5,,140,,75,0,3.6,-7,1028.8,0,1037.8,0,1,,1.08,,,0,0,,,1168,,,-1.4,0,-2,-1.9,0.3,1.3,
133,2019-01-03 11:00,-1.1,0,,,0.6,,180,,58,0,3.3,-8.3,1028.6,0,1037.5,0,1,,1.53,,,0,0,,,1424,,,1.7,0,-0.7,-1.5,0.4,1.3,
133,2019-01-03 12:00,1,0,,,1.6,,110,,43,0,2.8,-10.2,1027.9,0,1036.7,0,1,,1.87,,,0,0,,,2000,,,5,0,0,-1.2,0.4,1.2,
133,2019-01-03 13:00,2.1,0,,,1,,360,,30,0,2.1,-13.7,1026.6,0,1035.4,0,1,,2.03,,,0,0,,,2000,,,6.9,0,0.8,-0.8,0.4,1.2,
133,2019-01-03 14:00,3.1,0,,,0.9,,50,,28,0,2.1,-13.6,1025.8,0,1034.5,0,1,,1.94,,,0,0,,,2000,,,7.5,0,1.1,-0.7,0.4,1.3,
133,2019-01-03 15:00,3.9,0,,,1.5,,110,,27,0,2.2,-13.4,1025.8,0,1034.5,0,1,,1.6,,,0,0,,,2000,,,6.3,0,0.9,-0.5,0.4,1.2,
133,2019-01-03 16:00,3.8,0,,,1.1,,140,,26,0,2.1,-13.9,1025.7,0,1034.4,0,1,,1.08,,,0,0,,,2000,,,3,0,0.6,-0.5,0.4,1.2,
133,2019-01-03 17:00,2.4,0,,,0.1,,0,,27,0,2,-14.7,1025.5,0,1034.3,0,0.7,,0.4,,,0,0,,,2000,,,-1.2,0,0,-0.4,0.4,1.2,
133,2019-01-03 18:00,1.3,0,,,1.2,,290,,30,0,2,-14.4,1025.7,0,1034.5,0,0,,0.01,,,0,0,,,2000,,,-2.2,0,-0.2,-0.5,0.4,1.2,
133,2019-01-03 19:00,-0.3,0,,,1.2,,320,,38,0,2.3,-12.9,1026.5,0,1035.4,0,,9,,,,0,0,,,2000,,,-2.6,0,-0.2,-0.5,0.4,1.2,
133,2019-01-03 20:00,-1.3,0,,,1,,290,,41,0,2.3,-12.8,1026.9,0,1035.8,0,,9,,,,0,0,,,2000,,,-3.1,0,-0.4,-0.5,0.4,1.2,
133,2019-01-03 21:00,-2,0,,,1,,50,,45,0,2.4,-12.3,1026.5,0,1035.4,0,,9,,,,0,0,,,2000,,,-3.6,0,-0.6,-0.6,0.5,1.2,
133,2019-01-03 22:00,-2.6,0,,,1.2,,270,,49,0,2.5,-11.8,1026.9,0,1035.8,0,,9,,,,0,0,,,2000,,,-4,0,-0.9,-0.7,0.4,1.3,
133,2019-01-03 23:00,-3.7,0,,,0.1,,0,,53,0,2.5,-11.9,1026.7,0,1035.7,0,,9,,,,0,0,,,2000,,,-4.7,0,-1.3,-0.8,0.5,1.2,
133,2019-01-04 0:00,-4.1,0,,,0.7,,320,,56,0,2.5,-11.5,1026.9,0,1035.9,0,,9,,,,0,0,,,2000,,,-5.2,0,-1.8,-1.1,0.4,1.3,
133,2019-01-04 1:00,-4.7,0,,,1,,290,,60,0,2.6,-11.2,1026.5,0,1035.5,0,,9,,,,0,0,,,2000,,,-5.8,0,-2.3,-1.2,0.4,1.3,
133,2019-01-04 2:00,-5.6,0,,,0.1,,0,,63,0,2.5,-11.5,1027,0,1036,0,,9,,,,0,0,,,1940,,,-6.5,0,-2.7,-1.4,0.4,1.3,
133,2019-01-04 3:00,-5.8,0,,,1.2,,290,,66,0,2.6,-11.1,1025.9,0,1034.9,0,,9,,,,0,0,,,2000,,,-6.7,0,-3,-1.6,0.4,1.3,
133,2019-01-04 4:00,-6.4,0,,,1.1,,290,,68,0,2.6,-11.3,1025.6,0,1034.7,0,,9,,,,0,0,,,1822,,,-7.2,0,-3.2,-1.7,0.4,1.3,
133,2019-01-04 5:00,-7.1,0,,,0,,0,,69,0,2.5,-11.8,1025.3,0,1034.4,0,,9,,,,0,0,,,1789,,,-7.6,0,-3.6,-1.8,0.4,1.2,
133,2019-01-04 6:00,-7,0,,,1.1,,290,,72,0,2.6,-11.2,1025,0,1034.1,0,,9,,,,0,0,,,1687,,,-7.5,0,-3.6,-2,0.4,1.3,
133,2019-01-04 7:00,-7.5,0,,,0.8,,270,,74,0,2.6,-11.3,1024.5,0,1033.6,0,,9,,,,0,0,,,1748,,,-7.9,0,-3.8,-2,0.3,1.2,
133,2019-01-04 8:00,-8.1,0,,,0.4,,0,,75,0,2.5,-11.7,1024.6,0,1033.7,0,0.1,,0.01,,,0,0,,,1631,,,-8,0,-4,-2.2,0.3,1.2,
133,2019-01-04 9:00,-6.1,0,,,0.2,,0,,75,0,2.9,-9.8,1024.7,0,1033.7,0,1,,0.36,,,4,0,Ci,,1365,,,-5.4,0,-3.5,-2.2,0.3,1.2,
133,2019-01-04 10:00,-2.9,0,,,0.2,,0,,65,0,3.2,-8.5,1024.7,0,1033.6,0,1,,0.94,,,5,0,Ci,,1192,,,-0.7,0,-1.7,-1.8,0.2,1.2,
133,2019-01-04 11:00,0.2,0,,,0.6,,110,,52,0,3.2,-8.5,1023.6,0,1032.4,0,1,,1.37,,,8,4,AcCi,26,1300,,,2.9,0,-0.5,-1.4,0.3,1.2,
133,2019-01-04 12:00,0.5,0,,,1,,200,,49,0,3.1,-9,1023.7,0,1032.5,0,0,,0.6,,,10,10,As,24,1396,,,1.9,0,-0.3,-1,0.3,1.1,
133,2019-01-04 13:00,1.8,0,,,1.2,,180,,41,0,2.9,-10,1023.1,0,1031.9,0,0,,0.73,,,10,10,As,24,1632,,,4.1,0,0,-0.8,0.3,1.2,
133,2019-01-04 14:00,3.8,0,,,1.2,,140,,40,0,3.2,-8.5,1021.8,0,1030.5,0,0.6,,1.15,,,8,2,AcCi,28,1756,,,5.3,0,0.5,-0.6,0.3,1.2,
133,2019-01-04 15:00,3.9,0,,,0.6,,140,,44,0,3.6,-7.2,1021.4,0,1030.1,0,0.1,,0.8,,,10,10,As,22,1676,,,3.7,0,0.5,-0.5,0.3,1.2,
133,2019-01-04 16:00,4,0,,,1.2,,320,,52,0,4.2,-4.9,1020.7,0,1029.4,0,0,,0.54,,,10,10,As,22,1553,,,2.8,0,0.5,-0.5,0.4,1.2,
133,2019-01-04 17:00,3.2,0,,,1.1,,320,,57,0,4.4,-4.5,1020.4,0,1029.1,0,0,,0.18,,,8,8,Ac,37,1339,,,0,0,0.1,-0.4,0.4,1.2,
133,2019-01-04 18:00,2.7,0,,,0.5,,360,,59,0,4.4,-4.5,1020.2,0,1028.9,0,0,,0,,,8,8,Ac,33,1186,,,-0.6,0,0,-0.4,0.4,1.2,
133,2019-01-04 19:00,2.6,0,,,0.7,,250,,54,0,4,-5.7,1019.9,0,1028.6,0,,9,,,,2,2,,33,1064,,,-0.6,0,0,-0.4,0.4,1.2,
133,2019-01-04 20:00,1.5,0,,,0.9,,230,,57,0,3.9,-6.1,1019.7,0,1028.4,0,,9,,,,0,0,,,1205,,,-1.5,0,-0.2,-0.4,0.4,1.2,
133,2019-01-04 21:00,0.6,0,,,1.1,,230,,60,0,3.8,-6.2,1019.7,0,1028.5,0,,9,,,,4,4,Sc,8,1123,,,-2.1,0,-0.1,-0.3,0.4,1.2,
133,2019-01-04 22:00,-0.2,0,,,1.2,,250,,65,0,3.9,-5.9,1019.6,0,1028.4,0,,9,,,,4,4,,11,1056,,,-2.3,0,-0.2,-0.4,0.4,1.2,
133,2019-01-04 23:00,-0.8,0,,,0.8,,250,,70,0,4.1,-5.5,1019.4,0,1028.2,0,,9,,,,0,0,,,961,,40,-2.7,0,-0.3,-0.4,0.4,1.2,
133,2019-01-05 0:00,-1.6,0,,,0.6,,90,,69,0,3.8,-6.5,1019,0,1027.8,0,,9,,,,7,7,Sc,10,974,,40,-3.3,0,-0.5,-0.4,0.4,1.2,
133,2019-01-05 1:00,-1,0,,,0.7,,70,,70,0,4,-5.7,1018.8,0,1027.6,0,,9,,,,9,9,,12,935,,40,-1.7,0,-0.3,-0.4,0.4,1.2,
133,2019-01-05 2:00,-0.7,0,,,0.3,,0,,69,0,4,-5.6,1019,0,1027.8,0,,9,,,,4,4,,9,987,,40,-1.6,0,-0.4,-0.5,0.5,1.2,
133,2019-01-05 3:00,-0.5,0,,,0.6,,340,,71,0,4.2,-5.1,1018.7,0,1027.5,0,,9,,,,9,9,Sc,10,900,,40,-1.6,0,-0.5,-0.5,0.4,1.2,
133,2019-01-05 4:00,-0.7,0,,,0.4,,0,,70,0,4.1,-5.5,1018.1,0,1026.9,0,,9,,,,7,7,Sc,9,929,,40,-2.7,0,-0.6,-0.5,0.4,1.2,
133,2019-01-05 5:00,-1.1,0,,,0.3,,0,,71,0,4,-5.6,1018,0,1026.8,0,,9,,,,8,8,Sc,10,866,,40,-2.5,0,-0.8,-0.5,0.5,1.2,
133,2019-01-05 6:00,-1,0,,,0.4,,0,,75,0,4.3,-4.8,1018.1,0,1026.9,0,,9,,,,6,6,Sc,10,726,,40,-2.8,0,-0.9,-0.6,0.4,1.2,
133,2019-01-05 7:00,-0.5,0,,,2.3,,360,,82,0,4.8,-3.2,1018.3,0,1027.1,0,,9,,,,5,5,Sc,5,199,,4019,-2.6,0,-0.9,-0.6,0.5,1.2,
133,2019-01-05 8:00,-1.7,0,,,1.3,,70,,81,0,4.4,-4.5,1018.9,0,1027.7,0,0,,0,,,3,3,Sc,5,195,,19,-4.3,0,-1.4,-0.7,0.5,1.2,
133,2019-01-05 9:00,-1.5,0,,,0.9,,50,,74,0,4.1,-5.5,1019.4,0,1028.2,0,0.5,,0.27,,,0,0,,,267,,19,-2.9,0,-1.4,-0.7,0.4,1.3,
133,2019-01-05 10:00,-0.1,0,,,1.8,,320,,55,0,3.3,-8,1020.5,0,1029.3,0,1,,0.81,,,0,0,,,638,,4019,-0.1,0,-0.6,-0.7,0.5,1.2,
133,2019-01-05 11:00,0.7,0,,,1.8,,290,,51,0,3.3,-8.3,1020.6,0,1029.4,0,1,,1.36,,,0,0,,,621,,40,2.5,0,0,-0.6,0.5,1.2,
133,2019-01-05 12:00,2,0,,,1.9,,340,,43,0,3,-9.2,1019.2,0,1027.9,0,1,,1.73,,,6,0,Ci,,822,,40,5.9,0,0.4,-0.5,0.5,1.3,
133,2019-01-05 13:00,2.4,0,,,1.7,,340,,36,0,2.6,-11.1,1018.3,0,1027,0,0.6,,1.25,,,6,0,Ci,,1072,,40,5.9,0,0.6,-0.4,0.5,1.2,
133,2019-01-05 14:00,3.7,0,,,2.4,,320,,23,0,1.8,-15.5,1017.6,0,1026.2,0,1,,1.88,,,1,0,Ci,,1874,,,7.8,0,1.2,-0.4,0.5,1.3,
133,2019-01-05 15:00,4.3,0,,,1.9,,320,,22,0,1.8,-15.6,1017.4,0,1026,0,1,,1.67,,,4,2,ScCi,15,2000,,,6.9,0,1,-0.3,0.5,1.3,
133,2019-01-05 16:00,3.4,0,,,1.2,,360,,24,0,1.9,-15.3,1017.3,0,1025.9,0,1,,1.06,,,2,0,Ci,,2000,,,3.3,0,0.6,-0.3,0.5,1.3,
133,2019-01-05 17:00,1.3,0,,,2.2,,20,,26,0,1.7,-16.1,1016.9,0,1025.6,0,0.7,,0.44,,,0,0,,,2000,,,-1.6,0,-0.1,-0.4,0.5,1.3,
133,2019-01-05 18:00,-0.5,0,,,1.5,,360,,35,0,2.1,-14.1,1017.3,0,1026.1,0,0,,0.01,,,0,0,,,2000,,,-3.2,0,-0.3,-0.4,0.5,1.2,
133,2019-01-05 19:00,-2,0,,,1.4,,340,,43,0,2.3,-12.9,1018.4,0,1027.2,0,,9,,,,0,0,,,2000,,,-3.9,0,-0.5,-0.3,0.5,1.3,
133,2019-01-05 20:00,-2.7,0,,,0.5,,340,,45,0,2.3,-13,1018.7,0,1027.6,0,,9,,,,0,0,,,2000,,,-4.4,0,-0.5,-0.4,0.5,1.3,
133,2019-01-05 21:00,-3.7,0,,,0.4,,0,,47,0,2.2,-13.3,1019.3,0,1028.2,0,,9,,,,0,0,,,2000,,,-5.1,0,-1,-0.5,0.5,1.3,
133,2019-01-05 22:00,-4.2,0,,,0.2,,0,,49,0,2.2,-13.3,1019.5,0,1028.4,0,,9,,,,0,0,,,2000,,,-5.6,0,-1.4,-0.5,0.5,1.3,
133,2019-01-05 23:00,-4.7,0,,,0.6,,90,,51,0,2.2,-13.3,1019.5,0,1028.5,0,,9,,,,0,0,,,2000,,,-6,0,-1.9,-0.7,0.5,1.3,
133,2019-01-06 0:00,-4.6,0,,,0.6,,360,,55,0,2.4,-12.2,1019.4,0,1028.3,0,,9,,,,5,0,Ci,,2000,,,-5.6,0,-2.2,-0.9,0.5,1.3,
133,2019-01-06 1:00,-5.1,0,,,1.2,,290,,57,0,2.4,-12.3,1019.5,0,1028.5,0,,9,,,,5,0,,,2000,,,-6.4,0,-2.5,-1.1,0.6,1.3,
133,2019-01-06 2:00,-5.7,0,,,1.2,,290,,61,0,2.4,-12,1019.9,0,1028.9,0,,9,,,,8,5,,52,2000,,,-6.5,0,-2.8,-1.2,0.5,1.3,
133,2019-01-06 3:00,-6,0,,,0.5,,200,,63,0,2.5,-11.9,1019.9,0,1028.9,0,,9,,,,7,0,Ci,,1937,,,-5.6,0,-2.7,-1.3,0.5,1.3,
133,2019-01-06 4:00,-6,0,,,0.3,,0,,63,0,2.5,-11.9,1019.7,0,1028.7,0,,9,,,,8,0,Ci,,2000,,,-6.3,0,-2.7,-1.4,0.5,1.3,
133,2019-01-06 5:00,-6.6,0,,,0.9,,320,,68,0,2.5,-11.5,1019.6,0,1028.6,0,,9,,,,5,1,ScCi,10,2000,,,-7.5,0,-3.3,-1.5,0.4,1.2,
133,2019-01-06 6:00,-7,0,,,0.1,,0,,68,0,2.5,-11.9,1019.7,0,1028.7,0,,9,,,,7,0,Ci,,2000,,,-7.3,0,-3.3,-1.6,0.5,1.3,
133,2019-01-06 7:00,-7.1,0,,,0.4,,0,,69,0,2.5,-11.8,1019.7,0,1028.7,0,,9,,,,8,2,ScCi,10,1975,,,-6.3,0,-3.2,-1.7,0.4,1.3,
133,2019-01-06 8:00,-6.4,0,,,1.3,,290,,70,0,2.7,-10.9,1020.3,0,1029.3,0,0,,0,,,8,0,Ci,,1852,,,-5.6,0,-2.9,-1.6,0.4,1.3,
133,2019-01-06 9:00,-5.9,0,,,0.3,,0,,67,0,2.6,-11,1021.1,0,1030.1,0,0.1,,0.22,,,7,0,Ci,,2000,,,-4,0,-2.4,-1.5,0.4,1.2,
133,2019-01-06 10:00,-3.3,0,,,0.6,,140,,62,0,3,-9.5,1021.7,0,1030.6,0,1,,0.74,,,1,0,Ci,,1652,,,-1.2,0,-1.3,-1.3,0.4,1.2,
133,2019-01-06 11:00,-0.9,0,,,1.1,,110,,47,0,2.7,-10.8,1020.9,0,1029.7,0,1,,1.36,,,0,0,,,1962,,,2.5,0,-0.4,-1,0.4,1.2,
133,2019-01-06 12:00,1.5,0,,,1.2,,160,,35,0,2.4,-12.3,1020.3,0,1029,0,1,,1.87,,,0,0,,,2000,,,6.2,0,0.2,-0.8,0.4,1.2,
133,2019-01-06 13:00,3.2,0,,,1.1,,180,,34,0,2.6,-11.1,1019.5,0,1028.2,0,1,,2.02,,,0,0,,,2000,,,8.3,0,1,-0.7,0.4,1.2,
133,2019-01-06 14:00,4.4,0,,,1.5,,200,,30,0,2.5,-11.7,1019,0,1027.6,0,1,,1.91,,,0,0,,,2000,,,8.7,0,1.5,-0.5,0.4,1.2,
133,2019-01-06 15:00,5.1,0,,,1.7,,180,,29,0,2.5,-11.5,1018.9,0,1027.5,0,1,,1.59,,,0,0,,,2000,,,7.5,0,1.3,-0.4,0.4,1.2,
133,2019-01-06 16:00,5,0,,,1.6,,200,,27,0,2.4,-12.4,1019.2,0,1027.8,0,1,,1.07,,,0,0,,,2000,,,3.7,0,0.7,-0.4,0.5,1.2,
133,2019-01-06 17:00,3.4,0,,,1.4,,290,,29,0,2.3,-12.9,1019.2,0,1027.9,0,0.7,,0.42,,,0,0,,,2000,,,-1.3,0,0,-0.4,0.5,1.2,
