jijum,day,temp,templ,mm,qc,ms,qcp,qcd,qc¿¡,tempcod,tempcop,hpa,esul,hpa2,qcp2,hpa3,hpap,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19
133,2019-02-02 2:00,-3.5,,,,0.6,,160,,85,,4,-5.6,1016.4,,1025.3,,,9,,,,0,0,,,763,,19,-4.4,,-0.4,0.5,1.8,2.4,
133,2019-02-02 3:00,-3.8,,,,1.2,,320,,88,,4.1,-5.5,1016.7,,1025.6,,,9,,,,0,0,,,835,,19,-4.4,,-0.6,0.4,1.8,2.4,
133,2019-02-02 4:00,-4,,,,0.8,,320,,90,,4.1,-5.4,1016.6,,1025.5,,,9,,,,3,3,Sc,12,719,,19,-4.4,,-0.7,0.3,1.8,2.4,
133,2019-02-02 5:00,-4.3,,,,0.9,,320,,90,,4,-5.6,1016.4,,1025.3,,,9,,,,0,0,,,700,,19,-4.6,,-0.8,0.2,1.7,2.3,
133,2019-02-02 6:00,-4.8,,,,0.7,,290,,90,,3.9,-6.1,1016.1,,1025,,,9,,,,6,6,Sc,12,678,,19,-4.7,,-0.9,0.2,1.7,2.3,
133,2019-02-02 7:00,-4.8,,,,0.8,,290,,90,,3.9,-6.1,1016.3,,1025.2,,,9,,,,9,9,Sc,12,705,,19,-3.6,,-0.9,0.2,1.7,2.3,
133,2019-02-02 8:00,-4.1,,,,0.4,,0,,89,,4,-5.6,1016.6,,1025.5,,0,,0,,,7,7,Sc,10,862,,19,-2.2,,-0.6,0.2,1.7,2.2,
133,2019-02-02 9:00,-2.9,,,,0.6,,320,,85,,4.2,-5,1016.7,,1025.6,,0,,0.1,,,9,9,Sc,11,971,,19,-1.1,,-0.4,0.2,1.6,2.2,
133,2019-02-02 10:00,-1.8,,,,0.8,,320,,81,,4.3,-4.6,1016.7,,1025.5,,0,,0.29,,,9,9,Sc,11,1014,,19,0.2,,-0.2,0.2,1.5,2.2,
133,2019-02-02 11:00,-0.1,,,,0.3,,0,,76,,4.6,-3.8,1016.5,,1025.3,,0,,0.63,,,9,9,Sc,12,1095,,,2.4,,-0.1,0.2,1.6,2.2,
133,2019-02-02 12:00,1.9,,,,0.6,,340,,67,,4.7,-3.5,1016.2,,1024.9,,0,,0.83,,,9,9,Sc,11,1119,,,4.3,,0.3,0.3,1.6,2.2,
133,2019-02-02 13:00,5.1,,,,1.1,,140,,58,,5.1,-2.4,1014.6,,1023.2,,0.5,,1.73,,,7,7,Sc,12,1099,,,11.5,,1.3,0.3,1.6,2.1,
133,2019-02-02 14:00,7.5,,,,1.3,,340,,51,,5.3,-2,1013.6,,1022.1,,1,,2.31,,,3,3,Sc,12,1039,,,13.4,,3,0.5,1.6,2.1,
133,2019-02-02 15:00,8.3,,,,1.7,,270,,47,,5.2,-2.3,1013.1,,1021.5,,1,,1.81,,,3,0,Ci,,1049,,,10.2,,5,0.8,1.6,2.1,
133,2019-02-02 16:00,8.6,,,,1.2,,200,,46,,5.2,-2.3,1012.7,,1021.1,,1,,1.42,,,0,0,,,1017,,,10.2,,5.5,1.8,1.7,2.1,
133,2019-02-02 17:00,8.1,,,,0.4,,0,,46,,5,-2.8,1012.5,,1020.9,,1,,0.75,,,2,2,Ac,35,1067,,,5.4,,5.2,2.5,2,2.3,
133,2019-02-02 18:00,6.6,,,,1.3,,340,,52,,5.1,-2.5,1012.8,,1021.3,,0,,0.08,,,6,6,Ac,36,940,,40,3.1,,4.1,2.6,2.3,2.4,
133,2019-02-02 19:00,5.8,,,,0.5,,110,,55,,5.1,-2.5,1012.6,,1021.1,,,9,,,,6,6,,35,903,,40,2.4,,3.3,2.5,2.6,2.6,
133,2019-02-02 20:00,4.9,,,,0.5,,70,,59,,5.1,-2.4,1012.3,,1020.9,,,9,,,,7,3,,39,791,,40,-0.2,,2.6,2.4,2.7,2.7,
133,2019-02-02 21:00,4.5,,,,0.8,,90,,61,,5.2,-2.3,1012,,1020.6,,,9,,,,10,7,ScAs,12,735,,40,1,,2.2,2.1,2.7,2.8,
133,2019-02-02 22:00,4.2,,,,1.2,,320,,63,,5.2,-2.2,1011.7,,1020.3,,,9,,,,10,2,,12,791,,40,1.7,,2.2,2,2.7,2.9,
133,2019-02-02 23:00,4.2,,,,0.6,,340,,63,,5.2,-2.2,1011.3,,1019.9,,,9,,,,10,9,,12,721,,40,1.9,,2.4,2,2.7,2.9,
133,2019-02-03 0:00,3.9,,0,,1.1,,320,,73,,5.9,-0.5,1010.7,,1019.3,,,9,,,,10,9,ScAs,10,754,,4001,2,,2.4,2.1,2.7,2.9,
133,2019-02-03 1:00,4,,,9,1.1,,290,,75,,6.1,0,1010.1,,1018.7,,,9,,,,10,9,ScAs,9,576,,4001,2.2,,2.5,2.1,2.7,2.9,
133,2019-02-03 2:00,3.3,,,9,1.2,,290,,89,,6.9,1.6,1009.5,,1018.1,,,9,,,,10,9,StNs,7,286,,401901,2.3,,2.5,2.1,2.8,2.9,
133,2019-02-03 3:00,3.3,,1.6,,1,,320,,93,,7.2,2.2,1008.4,,1017,,,9,,,,10,9,StNs,7,119,,1901,2.4,,2.6,2.1,2.7,2.9,
133,2019-02-03 4:00,3.3,,,9,0.6,,340,,95,,7.3,2.5,1006.9,,1015.5,,,9,,,,10,8,StNs,6,87,,191601,2.6,,2.6,2.3,2.8,3,
133,2019-02-03 5:00,3.4,,,9,0.3,,0,,95,,7.4,2.6,1005.7,,1014.2,,,9,,,,10,9,StNs,5,113,,191601,2.6,,2.7,2.3,2.9,3,
133,2019-02-03 6:00,3.5,,9.6,,0.8,,290,,96,,7.5,2.9,1004.6,,1013.1,,,9,,,,10,9,StNs,3,55,,191601,2.8,,2.8,2.4,2.9,3,
133,2019-02-03 7:00,3.6,,,9,1.1,,290,,97,,7.6,3.1,1003.6,,1012.1,,,9,,,,10,9,StNs,1,43,,1601,2.9,,2.9,2.4,2.9,3,
133,2019-02-03 8:00,3.8,,,9,0.4,,0,,98,,7.8,3.5,1002.9,,1011.4,,0,,0,,,10,9,StNs,1,56,,1601,3.1,,3.1,2.6,3,3.1,
133,2019-02-03 9:00,4.1,,7.7,,1,,320,,98,,8,3.8,1002.7,,1011.2,,0,,0.02,,,10,9,StNs,1,62,,1601,3.5,,3.2,2.7,3,3.1,
133,2019-02-03 10:00,4.5,,,9,0.8,,320,,98,,8.2,4.2,1002.4,,1010.9,,0,,0.05,,,10,8,StNs,2,45,,1601,3.9,,3.4,2.7,3.1,3.2,
133,2019-02-03 11:00,4.7,,,9,1.1,,110,,98,,8.4,4.4,1002.3,,1010.8,,0,,0.06,,,10,9,StNs,1,13,,1601,4.2,,3.7,2.9,3.1,3.2,
133,2019-02-03 12:00,5.4,,4.6,,0.9,,90,,98,,8.8,5.1,1002,,1010.5,,0,,0.12,,,10,9,StNs,1,27,,1601,5.1,,3.9,3.1,3.2,3.2,
133,2019-02-03 13:00,7.3,,,9,0.7,,110,,98,,9.9,6.9,1001.5,,1009.9,,0,,0.14,,,10,9,StNs,2,146,,191601,5.8,,4.5,3.3,3.3,3.3,
133,2019-02-03 14:00,8.6,,,9,2.1,,230,,98,,10.9,8.2,1001.3,,1009.6,,0,,0.13,,,10,10,StNs,2,1263,,1901,6.8,,5.1,3.6,3.5,3.3,
133,2019-02-03 15:00,8,,1.7,,2.2,,230,,95,,10.2,7.2,1001.4,,1009.8,,0,,0.09,,,10,9,StNs,3,526,,1901,6.5,,5.2,3.9,3.5,3.4,
133,2019-02-03 16:00,7.6,,,9,1.8,,250,,95,,9.9,6.8,1001.7,,1010.1,,0,,0.09,,,10,9,StNs,2,577,,1901,6.2,,5.3,4,3.7,3.5,
133,2019-02-03 17:00,7.2,,,9,1.1,,290,,93,,9.4,6.1,1001.9,,1010.3,,0,,0.05,,,10,9,StNs,3,625,,1901,5.7,,5.1,4.1,3.8,3.6,
133,2019-02-03 18:00,7,,0.2,,1.7,,250,,92,,9.2,5.7,1003.2,,1011.6,,0,,0,,,10,9,StNs,3,622,,1901,5.3,,5,4.2,4,3.7,
133,2019-02-03 19:00,6.8,,,9,1.1,,290,,95,,9.3,6,1004.2,,1012.6,,,9,,,,10,9,StNs,3,563,,1901,5.2,,4.9,4.2,4.1,3.8,
133,2019-02-03 20:00,6.3,,,9,2.7,,320,,94,,8.9,5.3,1005.4,,1013.9,,,9,,,,10,6,StNs,4,1025,,1901,4.9,,4.8,4.2,4.1,3.8,
133,2019-02-03 21:00,5.2,,1.7,,1.4,,320,,93,,8.2,4.1,1006.8,,1015.3,,,9,,,,10,8,ScAs,10,2000,,1,4,,4.5,4.2,4.1,3.9,
133,2019-02-03 22:00,5.2,,,9,1.8,,320,,92,,8.1,4,1008.5,,1017,,,9,,,,10,10,,4,1272,,,4,,4.3,4.1,4.1,4,
133,2019-02-03 23:00,5,,,9,2.3,,290,,90,,7.8,3.4,1009.7,,1018.2,,,9,,,,0,0,,,855,,19,3.7,,4.1,4,4.2,4,
133,2019-02-04 0:00,3.8,,,9,3.1,,320,,79,,6.3,0.4,1010.9,,1019.5,,,9,,,,3,3,Sc,7,453,,19,1.4,,3.6,3.8,4.1,4.1,
133,2019-02-04 1:00,2.7,,,,2.3,,320,,69,,5.1,-2.4,1012.4,,1021,,,9,,,,0,0,,,487,,4019,-0.2,,2.8,3.5,4.1,4.1,
133,2019-02-04 2:00,1.5,,,,1.6,,320,,75,,5.1,-2.4,1013.9,,1022.6,,,9,,,,0,0,,,576,,40,-0.1,,2.1,3.2,4.1,4.1,
133,2019-02-04 3:00,0.7,,,,0.4,,0,,73,,4.7,-3.5,1014.9,,1023.6,,,9,,,,0,0,,,622,,40,-0.1,,1.6,2.8,3.9,4.1,
133,2019-02-04 4:00,-0.4,,,,1.5,,320,,71,,4.2,-5,1015.6,,1024.4,,,9,,,,0,0,,,735,,40,-0.8,,1.2,2.4,3.7,4,
133,2019-02-04 5:00,-1,,,,1.1,,270,,64,,3.6,-6.9,1016.1,,1024.9,,,9,,,,0,0,,,903,,40,-1.7,,1,2.1,3.6,3.9,
133,2019-02-04 6:00,-1.2,,,,0.9,,290,,68,,3.8,-6.3,1016.9,,1025.7,,,9,,,,0,0,,,840,,40,-2.4,,0.7,1.9,3.5,3.8,
133,2019-02-04 7:00,-1.5,,,,0.9,,290,,73,,4,-5.7,1017.2,,1026,,,9,,,,0,0,,,817,,40,-3,,0.6,1.8,3.3,3.7,
133,2019-02-04 8:00,-1.9,,,,1.6,,250,,73,,3.9,-6.1,1018.3,,1027.1,,0,,0.03,,,0,0,,,857,,40,-3,,0.5,1.6,3.1,3.6,
133,2019-02-04 9:00,-1.2,,,,0.1,,0,,78,,4.4,-4.5,1019.2,,1028,,0.9,,0.47,,,0,0,,,831,,40,-0.5,,0.7,1.5,3.1,3.6,
133,2019-02-04 10:00,1.4,,,,3,,320,,45,,3,-9.2,1019.6,,1028.3,,1,,1.15,,,0,0,,,1226,,40,0.2,,1,1.4,3,3.5,
133,2019-02-04 11:00,2.8,,,,1.7,,320,,37,,2.8,-10.4,1019.5,,1028.2,,1,,1.83,,,0,0,,,1526,,,3.6,,1.4,1.5,2.8,3.4,
133,2019-02-04 12:00,4.3,,,,1.9,,340,,37,,3.1,-9.1,1019,,1027.6,,1,,2.24,,,0,0,,,1564,,,10.5,,3.3,1.7,2.8,3.3,
133,2019-02-04 13:00,5.1,,,,2.6,,340,,30,,2.6,-11,1017.9,,1026.5,,1,,2.42,,,0,0,,,1776,,,12.6,,5.9,2.4,2.8,3.2,
133,2019-02-04 14:00,6,,,,2.7,,340,,24,,2.3,-13,1017.5,,1026.1,,1,,2.4,,,0,0,,,2000,,,13.4,,7.1,3.2,3,3.3,
133,2019-02-04 15:00,6.2,,,,2.5,,340,,24,,2.3,-12.9,1016.6,,1025.2,,1,,2.03,,,0,0,,,2000,,,12,,7.4,4,3.3,3.4,
133,2019-02-04 16:00,5.4,,,,2.6,,340,,20,,1.8,-15.8,1016.9,,1025.5,,1,,1.51,,,1,0,Ci,,2000,,,8.8,,7,4.4,3.7,3.6,
133,2019-02-04 17:00,4.1,,,,0.9,,360,,23,,1.9,-15.2,1017,,1025.6,,1,,0.61,,,2,0,Ci,,2000,,,3.6,,5.7,4.5,4.1,3.8,
133,2019-02-04 18:00,2.7,,,,0.9,,340,,30,,2.2,-13.1,1016.8,,1025.5,,0.2,,0.14,,,3,0,Ci,,1987,,,0.8,,4.2,4.2,4.2,4,
133,2019-02-04 19:00,1.6,,,,0.4,,0,,31,,2.1,-13.7,1017.1,,1025.8,,,9,,,,6,4,,53,2000,,,0.2,,2.8,3.6,4.3,4.1,
133,2019-02-04 20:00,0.9,,,,0.7,,20,,39,,2.5,-11.5,1017.5,,1026.2,,,9,,,,6,2,,52,2000,,,0,,2.1,3.1,4.2,4.2,
133,2019-02-04 21:00,0.3,,,,0.8,,320,,46,,2.9,-9.9,1017.9,,1026.7,,,9,,,,5,0,Ci,,2000,,,-0.4,,1.7,2.7,4,4.2,
133,2019-02-04 22:00,-0.4,,,,0.9,,320,,55,,3.3,-8.3,1017.9,,1026.7,,,9,,,,5,5,,53,2000,,,-0.8,,1.5,2.3,3.9,4.2,
133,2019-02-04 23:00,-0.9,,,,0.6,,290,,57,,3.3,-8.3,1017.6,,1026.4,,,9,,,,9,7,,52,2000,,,-1.4,,1.2,2.1,3.7,4.1,
133,2019-02-05 0:00,-1.2,,,,0,,0,,56,,3.1,-8.8,1017.5,,1026.3,,,9,,,,5,0,Ci,,2000,,,-2.2,,1.1,1.9,3.6,4,
133,2019-02-05 1:00,-1.5,,,,0.9,,320,,62,,3.4,-7.8,1017.2,,1026,,,9,,,,5,3,,59,2000,,,-2.5,,0.9,1.8,3.4,3.9,
133,2019-02-05 2:00,-2.2,,,,0.5,,340,,64,,3.3,-8.1,1017.6,,1026.4,,,9,,,,7,2,,64,2000,,,-3.1,,0.7,1.7,3.3,3.8,
133,2019-02-05 3:00,-2.3,,,,0.8,,320,,68,,3.5,-7.4,1017.4,,1026.2,,,9,,,,0,0,,,2000,,,-3.6,,0.6,1.5,3.2,3.8,
133,2019-02-05 4:00,-2.9,,,,0.8,,320,,70,,3.5,-7.6,1017.3,,1026.2,,,9,,,,0,0,,,2000,,,-4.1,,0.5,1.3,3,3.6,
133,2019-02-05 5:00,-3.3,,,,1,,320,,75,,3.6,-7.1,1016.8,,1025.7,,,9,,,,4,0,Ci,,1962,,,-4.3,,0.4,1.4,3,3.6,
133,2019-02-05 6:00,-3.6,,,,0.3,,0,,73,,3.4,-7.7,1016.5,,1025.4,,,9,,,,0,0,,,1900,,,-4.7,,0.2,1.3,2.9,3.5,
133,2019-02-05 7:00,-4,,,,1.2,,290,,78,,3.6,-7.2,1016.2,,1025.1,,,9,,,,0,0,,,1797,,,-4.8,,0.1,1.2,2.8,3.4,
133,2019-02-05 8:00,-4.2,,,,0.3,,0,,78,,3.5,-7.4,1016.5,,1025.4,,0,,0.03,,,0,0,,,1660,,,-4.3,,0.1,1.1,2.7,3.3,
133,2019-02-05 9:00,-3,,,,0.9,,290,,75,,3.7,-6.8,1016.4,,1025.3,,0.8,,0.43,,,0,0,,,1642,,,-1.1,,0.3,1.1,2.7,3.3,
133,2019-02-05 10:00,-0.2,,,,0.4,,0,,65,,3.9,-5.9,1016.4,,1025.2,,1,,1.07,,,0,0,,,1422,,,0,,0.7,1.1,2.7,3.2,
133,2019-02-05 11:00,2.9,,,,1,,200,,50,,3.8,-6.5,1016.1,,1024.8,,1,,1.69,,,0,0,,,1335,,,2.9,,1.1,1.1,2.6,3.1,
133,2019-02-05 12:00,6.1,,,,1.3,,160,,37,,3.5,-7.5,1015,,1023.5,,1,,2.1,,,0,0,,,1298,,,6.8,,1.8,1.2,2.5,3.1,
133,2019-02-05 13:00,9.1,,,,1.2,,180,,31,,3.6,-7.1,1013.4,,1021.8,,1,,2.33,,,2,0,Ci,,1210,,,13,,4.1,1.5,2.5,3,
133,2019-02-05 14:00,10.3,,,,1.1,,90,,23,,2.9,-9.9,1011.9,,1020.3,,1,,2.2,,,5,0,Ci,,1034,,,13.9,,6.7,2.3,2.6,3,
133,2019-02-05 15:00,11.9,,,,0.9,,160,,21,,2.9,-9.7,1011.1,,1019.4,,1,,1.84,,,6,0,Ci,,1031,,,13.3,,7.8,3.3,2.8,3.1,
133,2019-02-05 16:00,11.5,,,,1.2,,90,,22,,3,-9.5,1010.5,,1018.8,,1,,1.23,,,7,0,Ci,,1034,,,11.2,,8,4.2,3.2,3.2,
133,2019-02-05 17:00,10.8,,,,1.1,,340,,24,,3.1,-9,1010.5,,1018.9,,0.5,,0.59,,,8,0,Ci,,1030,,,7.6,,7.3,4.6,3.7,3.4,
133,2019-02-05 18:00,9.4,,,,0.8,,20,,27,,3.2,-8.6,1010.5,,1018.9,,0,,0.12,,,8,0,Ci,,990,,40,4.3,,5.9,4.6,4,3.7,
133,2019-02-05 19:00,7.8,,,,1,,320,,32,,3.4,-7.9,1010.4,,1018.8,,0,,0,,,8,8,,65,1020,,40,2.5,,4.7,4.3,4.2,3.9,
133,2019-02-05 20:00,6.5,,,,0.9,,270,,40,,3.9,-6.1,1010.4,,1018.9,,,9,,,,9,9,,62,1100,,,1.6,,3.8,3.9,4.2,4,
133,2019-02-05 21:00,5,,,,0.3,,0,,44,,3.8,-6.2,1010.2,,1018.7,,,9,,,,8,0,Ci,,1024,,,0.8,,3.3,3.6,4.1,4.1,
133,2019-02-05 22:00,4,,,,0.2,,0,,49,,4,-5.7,1010.5,,1019.1,,,9,,,,10,9,,69,949,,40,0,,2.7,3.2,4.1,4.1,
133,2019-02-05 23:00,3.2,,,,0.6,,320,,53,,4.1,-5.4,1010.7,,1019.3,,,9,,,,10,9,,74,845,,40,-0.5,,2.2,2.9,3.9,4.1,
133,2019-02-06 0:00,2.3,,,,0.3,,0,,58,,4.2,-5.1,1010,,1018.6,,,9,,,,9,0,Ci,,885,,40,-0.1,,1.6,2.6,3.8,4.1,
133,2019-02-06 1:00,1.5,,,,0.3,,0,,59,,4,-5.6,1010.1,,1018.8,,,9,,,,8,0,,,971,,40,0,,1.3,2.2,3.6,4,
133,2019-02-06 2:00,0.8,,,,0.4,,0,,65,,4.2,-5,1009.9,,1018.6,,,9,,,,8,0,,,949,,40,-0.3,,1.2,2,3.5,4,
133,2019-02-06 3:00,0.1,,,,0.7,,270,,68,,4.2,-5.1,1010.1,,1018.8,,,9,,,,6,0,Ci,,850,,40,-1,,1,1.9,3.4,3.9,
133,2019-02-06 4:00,-0.2,,,,0.3,,0,,70,,4.2,-5,1009.9,,1018.6,,,9,,,,7,0,Ci,,875,,40,-1.3,,1,1.7,3.3,3.8,
133,2019-02-06 5:00,-0.7,,,,0.7,,320,,72,,4.2,-5.1,1010.3,,1019,,,9,,,,8,0,Ci,,843,,40,-1.7,,0.8,1.6,3.2,3.7,
133,2019-02-06 6:00,-0.6,,,,0.6,,320,,77,,4.5,-4.1,1010.3,,1019,,,9,,,,8,0,Ci,,767,,40,-1.2,,0.8,1.5,3.1,3.6,
133,2019-02-06 7:00,-0.7,,,,1.3,,290,,76,,4.4,-4.4,1009.3,,1018,,,9,,,,7,2,AcCi,41,808,,40,-1.3,,0.7,1.4,3,3.6,
133,2019-02-06 8:00,-0.9,,,,1.3,,250,,78,,4.5,-4.2,1008.8,,1017.5,,0,,0.03,,,0,0,,,714,,40,-1.9,,0.6,1.4,2.9,3.5,
133,2019-02-06 9:00,0.7,,,,0.2,,0,,74,,4.8,-3.4,1007.9,,1016.6,,1,,0.48,,,0,0,,,802,,40,-0.2,,0.9,1.3,2.8,3.4,
133,2019-02-06 10:00,4.6,,,,0.8,,90,,62,,5.3,-2,1008.5,,1017,,1,,1.16,,,0,0,,,903,,40,0.4,,1.5,1.4,2.8,3.4,
133,2019-02-06 11:00,8,,,,1.4,,140,,48,,5.2,-2.3,1009.3,,1017.7,,1,,1.77,,,0,0,,,1087,,40,9.2,,3.3,1.7,2.8,3.3,
133,2019-02-06 12:00,10.5,,,,1.8,,110,,45,,5.7,-0.9,1008,,1016.3,,1,,2.08,,,7,0,Ci,,1336,,,14.8,,6.5,2.5,2.8,3.3,
133,2019-02-06 13:00,12.5,,,,0.9,,110,,48,,6.9,1.7,1007,,1015.3,,1,,2.01,,,6,0,Ci,,1821,,,15.4,,8.7,3.6,3,3.3,
133,2019-02-06 14:00,13.1,,,,0.6,,360,,49,,7.4,2.6,1006.2,,1014.4,,0.8,,1.65,,,9,2,ScCi,13,1875,,,14.4,,9.7,4.7,3.4,3.4,
133,2019-02-06 15:00,12.3,,,,2.5,,200,,58,,8.2,4.2,1006.2,,1014.5,,0.4,,1.18,,,9,3,ScCi,11,2000,,,12,,9.5,5.5,3.9,3.6,
133,2019-02-06 16:00,12,,,,1.6,,270,,58,,8.1,3.9,1007.4,,1015.7,,0,,0.58,,,10,8,ScAs,14,1925,,,10.2,,9,6,4.4,3.9,
133,2019-02-06 17:00,11.6,,,,0.5,,290,,59,,8,3.8,1007,,1015.3,,0,,0.36,,,10,6,ScAs,17,1666,,,8.9,,8.5,6.2,4.8,4.1,
133,2019-02-06 18:00,10.3,,,,1.3,,230,,65,,8.1,3.9,1007.2,,1015.6,,0,,0.08,,,10,6,ScAs,14,1900,,,6.8,,7.6,6.1,5,4.4,
133,2019-02-06 19:00,9.4,,,,1,,230,,64,,7.5,2.9,1007.5,,1015.9,,0,,0,,,10,1,,14,2000,,,5.9,,6.8,5.9,5.2,4.6,
133,2019-02-06 20:00,8.7,,,,2.1,,200,,70,,7.8,3.5,1007.8,,1016.2,,,9,,,,10,1,,13,1705,,,5.3,,6.3,5.7,5.3,4.8,
133,2019-02-06 21:00,8.1,,,,2.7,,200,,77,,8.3,4.3,1008.2,,1016.6,,,9,,,,9,9,Sc,12,1200,,,4.6,,5.8,5.5,5.3,4.9,
133,2019-02-06 22:00,7.5,,,,1.8,,200,,82,,8.5,4.6,1008.4,,1016.8,,,9,,,,8,4,,68,934,,19,4,,5.4,5.2,5.3,4.9,
133,2019-02-06 23:00,7.5,,,,3.1,,180,,86,,8.9,5.3,1008.6,,1017,,,9,,,,10,5,,10,710,,19,4.5,,5.2,4.9,5.2,5,
133,2019-02-07 0:00,7.2,,,,2.2,,200,,88,,8.9,5.3,1008.4,,1016.8,,,9,,,,10,3,ScAs,5,665,,19,4,,4.9,4.8,5.1,5,
133,2019-02-07 1:00,7.3,,,,0.9,,230,,87,,8.8,5.2,1008.6,,1017,,,9,,,,10,9,,6,791,,19,4.5,,4.9,4.7,5.1,5,
133,2019-02-07 2:00,7.5,,,,1.4,,200,,84,,8.7,4.9,1009.2,,1017.6,,,9,,,,10,8,,8,1010,,19,4.8,,5,4.6,5,5,
133,2019-02-07 3:00,7.6,,,,1.8,,200,,83,,8.6,4.8,1008.5,,1016.9,,,9,,,,10,8,ScAs,8,1071,,,4.8,,5,4.6,4.9,4.9,
133,2019-02-07 4:00,7.4,,,,0.6,,340,,83,,8.5,4.6,1007.7,,1016.1,,,9,,,,10,9,ScAs,7,1045,,,4.8,,5.1,4.6,4.9,5,
133,2019-02-07 5:00,6.9,,,9,0.8,,340,,87,,8.6,4.8,1007.9,,1016.4,,,9,,,,10,9,StNs,3,273,,1901,4.9,,5.1,4.6,4.9,5,
133,2019-02-07 6:00,5.9,,0,,3.4,,320,,90,,8.3,4.3,1008.5,,1017,,,9,,,,10,9,ScAs,2,247,,1901,4.7,,5,4.6,5,5,
133,2019-02-07 7:00,4.7,,,9,3.5,,320,,80,,6.8,1.5,1009.9,,1018.4,,,9,,,,10,8,ScAs,5,234,,19,3.7,,4.7,4.6,5,4.9,
133,2019-02-07 8:00,4,,,9,1.6,,340,,77,,6.2,0.3,1010.8,,1019.4,,0,,0,,,10,9,ScAs,8,219,,19,3.3,,4.3,4.5,4.9,5,
133,2019-02-07 9:00,2.8,,,9,3.7,,340,,72,,5.4,-1.7,1013,,1021.6,,0,,0.04,,,10,9,ScAs,7,319,,19,2.6,,4,4.3,4.9,4.9,
133,2019-02-07 10:00,2,,,9,3,,320,,67,,4.8,-3.4,1014.2,,1022.9,,0,,0.34,,,10,2,ScAs,9,445,,4019,3.6,,4,4.2,4.8,4.9,
133,2019-02-07 11:00,2.8,,,9,2.4,,320,,47,,3.5,-7.4,1013.5,,1022.1,,0.5,,1.09,,,5,0,Ci,,1170,,40,7.9,,4.8,4.3,4.8,4.9,
133,2019-02-07 12:00,4.6,,,9,3.9,,340,,38,,3.2,-8.5,1013.6,,1022.2,,1,,2.24,,,6,0,Ci,,1950,,,12,,6.9,4.6,4.8,4.9,
133,2019-02-07 13:00,4.8,,,9,3.1,,340,,31,,2.7,-10.9,1013.4,,1022,,1,,2.48,,,7,0,Ci,,2000,,,12.5,,8.1,5.2,4.9,4.9,
133,2019-02-07 14:00,3.6,,,9,3.1,,340,,28,,2.2,-13.2,1013.2,,1021.8,,1,,1.87,,,8,0,Ci,,2000,,,9.8,,8,5.6,5.1,5,
133,2019-02-07 15:00,3.3,,,9,3.2,,320,,21,,1.6,-17,1013.2,,1021.8,,1,,1.82,,,6,0,Ci,,2000,,,10.6,,7.8,5.9,5.4,5.1,
133,2019-02-07 16:00,2.6,,,9,4.1,,340,,24,,1.8,-15.9,1014,,1022.6,,1,,1.49,,,5,0,Ci,,2000,,,8.2,,7.2,6,5.6,5.2,
133,2019-02-07 17:00,1,,,9,3.5,,320,,20,,1.3,-19.5,1014.4,,1023.1,,1,,1,,,1,0,Ci,,2000,,,2.4,,6.1,5.8,5.7,5.4,
133,2019-02-07 18:00,-0.7,,,9,3.1,,320,,33,,1.9,-15,1014.6,,1023.4,,0.5,,0.22,,,1,0,Ci,,2000,,,0.2,,4.1,5.3,5.8,5.5,
133,2019-02-07 19:00,-2,,,9,3.2,,320,,42,,2.2,-13.2,1015.8,,1024.6,,0,,0,,,0,0,,,2000,,,-0.9,,2.8,4.5,5.6,5.5,
133,2019-02-07 20:00,-3.1,,,9,2.6,,340,,43,,2.1,-13.9,1016.5,,1025.4,,,9,,,,0,0,,,2000,,,-2.1,,2.2,3.9,5.4,5.6,
133,2019-02-07 21:00,-3.9,,,9,2.9,,320,,49,,2.3,-13,1017.1,,1026,,,9,,,,0,0,,,2000,,,-3,,1.7,3.3,5.1,5.5,
133,2019-02-07 22:00,-4.5,,,9,1.7,,320,,55,,2.4,-12.1,1017.8,,1026.7,,,9,,,,1,0,,,2000,,,-3.5,,1.3,2.9,4.9,5.3,
133,2019-02-07 23:00,-5,,,9,1.5,,320,,58,,2.4,-12,1018.5,,1027.5,,,9,,,,8,0,,,2000,,,-3.9,,1,2.6,4.7,5.2,
133,2019-02-08 0:00,-5.1,,,9,1.8,,320,,62,,2.6,-11.2,1018.5,,1027.5,,,9,,,,7,0,Ci,,2000,,,-3.9,,0.7,2.4,4.4,5.1,
133,2019-02-08 1:00,-5.5,,,,0.8,,360,,62,,2.5,-11.6,1018,,1027,,,9,,,,6,0,,,2000,,,-4.2,,0.5,2.1,4.3,4.9,
133,2019-02-08 2:00,-6.2,,,,1.6,,360,,62,,2.4,-12.3,1017.9,,1026.9,,,9,,,,8,0,,,2000,,,-4.6,,0.4,2,4.1,4.8,
133,2019-02-08 3:00,-6.6,,,,0.8,,360,,60,,2.3,-13,1018.7,,1027.7,,,9,,,,5,0,Ci,,2000,,,-4.7,,0.2,1.8,3.9,4.6,
133,2019-02-08 4:00,-7.1,,,,1.5,,360,,60,,2.2,-13.5,1018.7,,1027.7,,,9,,,,8,0,Ci,,2000,,,-4.9,,0.1,1.7,3.8,4.5,
133,2019-02-08 5:00,-7.1,,,,2.8,,340,,54,,1.9,-14.8,1018.8,,1027.8,,,9,,,,9,9,Ac,48,2000,,,-4.4,,0,1.6,3.6,4.4,
